site,cell,PHASE,technology,2G status,3G status,ZTE CLUSTER SEQUENCE,VENDOR,AZIMUTH,LAT,LONG
TSP4723,TSP4723C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,240,71.88694,29.98053
RUR1398,RUR1398A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,20,71.89169,29.85891
RUR1398,RUR1398B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,180,71.89169,29.85891
RUR1398,RUR1398C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,300,71.89169,29.85891
JHN3455,JHN3455A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,40,71.81896,30.04015
JHN7971,JHN7971B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,180,71.81245,30.03825
MIA8612,MIA8612A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,60,71.77884,30.06583
MIA8612,MIA8612B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,180,71.77884,30.06583
MIA8612,MIA8612C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,310,71.77884,30.06583
MIA8612,MIA8612D,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,250,71.77884,30.06583
JHN7971,JHN7971A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,60,71.81245,30.03825
JHN3455,JHN3455B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,140,71.81896,30.04015
JHN0169,JHN0169A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,135,71.82367,30.04901
JHN0169,JHN0169B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,245,71.82367,30.04901
JHN0169,JHN0169C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,345,71.82367,30.04901
JHN3455,JHN3455C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,240,71.81896,30.04015
JHN3668,JHN3668A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,70,71.81333,30.03164
JHN3668,JHN3668B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,180,71.81333,30.03164
JHN3668,JHN3668C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,230,71.81333,30.03164
JHN7971,JHN7971C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,300,71.81245,30.03825
RUR3106,RUR3106A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,25,71.90391,30.05743
RUR3106,RUR3106B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,190,71.90391,30.05743
RUR3106,RUR3106C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,315,71.90391,30.05743
HWY4420,HWY4420B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,180,71.8478,30.1245
HWY4420,HWY4420A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,355,71.8478,30.1245
HWY4420,HWY4420C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,270,71.8478,30.1245
JHN7768,JHN7768A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,60,71.84348,30.05453
JHN7768,JHN7768C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,310,71.84348,30.05453
JHN7768,JHN7768B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,180,71.84348,30.05453
TSP8319,TSP8319C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,290,71.8738,29.9774
HWY8546,HWY8546A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,60,71.977,30.0157
HWY8546,HWY8546B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,230,71.977,30.0157
HWY8546,HWY8546C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,330,71.977,30.0157
TSP4723,TSP4723B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,130,71.88694,29.98053
TSP8545,TSP8545B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,200,71.8821,29.9756
TSP8319,TSP8319A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,20,71.8738,29.9774
TSP8319,TSP8319B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,140,71.8738,29.9774
HWY8547,HWY8547A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,120,71.95749,29.93643
HWY8547,HWY8547B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,220,71.95749,29.93643
HWY8547,HWY8547C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,300,71.95749,29.93643
RUR4544,RUR4544A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,80,71.99671,30.16475
RUR4544,RUR4544B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,170,71.99671,30.16475
RUR4544,RUR4544C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,320,71.99671,30.16475
KHL8482,KHL8482A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,80,71.99363,30.10613
KHL8482,KHL8482B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,180,71.99363,30.10613
KHL8482,KHL8482C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,300,71.99363,30.10613
KHL8479,KHL8479A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,60,71.92728,30.12042
KHL8479,KHL8479C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,300,71.92728,30.12042
KHL8479,KHL8479B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,200,71.92728,30.12042
ZAS7505,ZAS7505A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,50,72.04291,30.07763
KHL8559,KHL8559A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,60,71.9607,30.07347
KHL8559,KHL8559B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,160,71.9607,30.07347
KHL8559,KHL8559C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,310,71.9607,30.07347
ZAS7505,ZAS7505B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,180,72.04291,30.07763
ZAS7505,ZAS7505C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,280,72.04291,30.07763
RUR0116,RUR0116B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,120,72.01928,30.03144
RUR0116,RUR0116A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,20,72.01928,30.03144
RUR0116,RUR0116C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,260,72.01928,30.03144
ZAS7504,ZAS7504B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,170,72.04167,30.13192
ZAS7504,ZAS7504A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,60,72.04167,30.13192
ZAS7504,ZAS7504C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,300,72.04167,30.13192
RUR1467,RUR1467B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,120,72.12008,30.10642
RUR1467,RUR1467C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,240,72.12008,30.10642
RUR1467,RUR1467A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,0,72.12008,30.10642
ZAS7503,ZAS7503A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,60,72.0838,30.1118
ZAS7503,ZAS7503B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,180,72.0838,30.1118
ZAS7503,ZAS7503C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,300,72.0838,30.1118
RUR4562,RUR4562B,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_18_Jahanian,ericsson,100,72.07032,29.95699
RUR0191,RUR0191A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,60,72.02589,29.96536
HWY2022,HWY2022A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,45,72.08383,29.99672
HWY2022,HWY2022C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,300,72.08383,29.99672
HWY2022,HWY2022B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,160,72.08383,29.99672
RUR0191,RUR0191B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,160,72.02589,29.96536
RUR0191,RUR0191C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,270,72.02589,29.96536
RUR4562,RUR4562A,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_18_Jahanian,ericsson,0,72.07032,29.95699
RUR4562,RUR4562C,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_18_Jahanian,ericsson,280,72.07032,29.95699
MIT7366,MIT7366A,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,120,72.15417,29.99796
MIT7366,MIT7366B,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,210,72.15417,29.99796
MIT7366,MIT7366C,Phase-3,2G + 3G,On Air,Planned 2016,P3_CL_18_Jahanian,ericsson,290,72.15417,29.99796
HWY7999,HWY7999A,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_18_Jahanian,ericsson,80,72.13058,30.04617
HWY3748,HWY3748A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,110,72.0577,30.0445
HWY3748,HWY3748B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,250,72.0577,30.0445
HWY3748,HWY3748C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,320,72.0577,30.0445
RUR3746,RUR3746A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,0,72.05756,30.03726
RUR3746,RUR3746B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,120,72.05756,30.03726
RUR3746,RUR3746C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,240,72.05756,30.03726
RUR0196,RUR0196A,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,0,72.09823,30.04655
RUR0196,RUR0196B,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,180,72.09823,30.04655
RUR0196,RUR0196C,Phase-3,2G Only,On Air,-,P3_CL_18_Jahanian,ericsson,270,72.09823,30.04655
HWY7999,HWY7999B,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_18_Jahanian,ericsson,180,72.13058,30.04617
HWY7999,HWY7999C,Phase-3,2G + 3G,On Air,Planned 2015,P3_CL_18_Jahanian,ericsson,310,72.13058,30.04617
FSD4698,FSD4698B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.03489,31.4029
FSD4698,FSD4698A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.03489,31.4029
FSD4698,FSD4698C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.03489,31.4029
HWY9167,HWY9167B,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,190,72.97523,31.38082
HWY0810,HWY0810A,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,70,72.98446,31.38584
HWY0810,HWY0810B,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,180,72.98446,31.38584
HWY0810,HWY0810C,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,300,72.98446,31.38584
HWY9167,HWY9167A,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,60,72.97523,31.38082
HWY9167,HWY9167C,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,325,72.97523,31.38082
FSD0787,FSD0787B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.05131,31.41663
FSD3296,FSD3296A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.041404,31.416245
FSD3296,FSD3296B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.041404,31.416245
FSD3296,FSD3296C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.041404,31.416245
FSD0085,FSD0085B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.04116,31.40692
FSD0085,FSD0085A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.04116,31.40692
FSD0085,FSD0085C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.04116,31.40692
FSD7637,FSD7637B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,210,73.04488,31.40967
FSD7637,FSD7637C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.04488,31.40967
FSD3295,FSD3295A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.05009,31.40917
FSD3295,FSD3295B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.05009,31.40917
FSD3295,FSD3295C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,310,73.05009,31.40917
FSD7637,FSD7637A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,70,73.04488,31.40967
FSD0787,FSD0787C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,310,73.05131,31.41663
FSD0787,FSD0787A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.05131,31.41663
FSD7337,FSD7337A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.01924,31.40145
RUR1320,RUR1320C,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,270,72.95804,31.40321
RUR1320,RUR1320A,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,0,72.95804,31.40321
RUR1320,RUR1320B,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,140,72.95804,31.40321
HWY3298,HWY3298A,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,60,73.01601,31.39543
FSD4351,FSD4351A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,50,73.01306,31.40265
FSD4351,FSD4351B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,190,73.01306,31.40265
FSD4351,FSD4351C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,320,73.01306,31.40265
FSD7337,FSD7337B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.01924,31.40145
FSD7337,FSD7337C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,280,73.01924,31.40145
FSD8443,FSD8443B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.02626,31.40398
FSD8443,FSD8443C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.02626,31.40398
HWY3298,HWY3298B,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,270,73.01601,31.39543
HWY3298,HWY3298C,Phase-3,#N/A,#N/A,#N/A,P3_CL_19_Gulfishan Colony,ericsson,350,73.01601,31.39543
FSD8443,FSD8443A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.02626,31.40398
FSD4667,FSD4667C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.03463,31.41019
FSD7954,FSD7954C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.02629,31.41233
FSD5221,FSD5221A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.02173,31.41607
FSD5221,FSD5221B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.02173,31.41607
FSD5221,FSD5221C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.02173,31.41607
FSD7954,FSD7954B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.02629,31.41233
FSD7954,FSD7954A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,50,73.02629,31.41233
FSD4667,FSD4667A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,90,73.03463,31.41019
FSD4667,FSD4667B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.03463,31.41019
FSD7955,FSD7955C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,310,73.03506,31.42075
FSD7955,FSD7955A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.03506,31.42075
FSD7955,FSD7955B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.03506,31.42075
FSD7469,FSD7469A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.0457,31.41936
FSD7469,FSD7469B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.0457,31.41936
FSD7469,FSD7469C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,260,73.0457,31.41936
FSD3290,FSD3290B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.055,31.42132
FSD3290,FSD3290A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,90,73.055,31.42132
FSD3290,FSD3290C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,320,73.055,31.42132
FSD7655,FSD7655B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.04932,31.42781
fsd7428,fsd7428B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.03586,31.42589
fsd7428,fsd7428A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,70,73.03586,31.42589
fsd7428,fsd7428C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,310,73.03586,31.42589
FSD7642,FSD7642A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.04126,31.42301
FSD7642,FSD7642B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,170,73.04126,31.42301
FSD7642,FSD7642C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.04126,31.42301
FSD4695,FSD4695A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,50,73.0451,31.42957
FSD4695,FSD4695B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.0451,31.42957
FSD4695,FSD4695C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,280,73.0451,31.42957
FSD7655,FSD7655C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.04932,31.42781
FSD7320,FSD7320A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.05356,31.42604
FSD7320,FSD7320B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.05356,31.42604
FSD7320,FSD7320C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.05356,31.42604
FSD7655,FSD7655A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,50,73.04932,31.42781
FSD0314,FSD0314B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.05952,31.42646
FSD0314,FSD0314C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.05952,31.42646
FSD0314,FSD0314A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.05952,31.42646
FSD8492,FSD8492A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.06282,31.42559
FSD8492,FSD8492B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.06282,31.42559
FSD8492,FSD8492C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.06282,31.42559
FSD3285,FSD3285B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.04759,31.43765
FSD7948,FSD7948C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.03645,31.4307
FSD7948,FSD7948A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.03645,31.4307
FSD7948,FSD7948B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.03645,31.4307
FSD3285,FSD3285C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.04759,31.43765
FSD3080,FSD3080A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.04136,31.43521
FSD3080,FSD3080B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.04136,31.43521
FSD3080,FSD3080C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.04136,31.43521
FSD3285,FSD3285A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,40,73.04759,31.43765
FSD7427,FSD7427A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.04876,31.43328
FSD7427,FSD7427B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.04876,31.43328
FSD7427,FSD7427C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,290,73.04876,31.43328
FSD0113,FSD0113A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.05459,31.43715
FSD0113,FSD0113B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.05459,31.43715
FSD0113,FSD0113C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.05459,31.43715
FSD3287,FSD3287A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.054246,31.431541
FSD3287,FSD3287B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.054246,31.431541
FSD3287,FSD3287C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,290,73.054246,31.431541
FSD7690,FSD7690A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,30,73.06411,31.43582
FSD7690,FSD7690B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,160,73.06411,31.43582
FSD7690,FSD7690C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,280,73.06411,31.43582
FSD3905,FSD3905C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,270,73.0595,31.407473
FSD3905,FSD3905A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.0595,31.407473
FSD3905,FSD3905B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.0595,31.407473
FSD3291,FSD3291C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.06166667,31.42097222
FSD3291,FSD3291B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.06166667,31.42097222
FSD3291,FSD3291A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,80,73.06166667,31.42097222
FSD7956,FSD7956A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.05723,31.41308
FSD7956,FSD7956B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,180,73.05723,31.41308
FSD7956,FSD7956C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.05723,31.41308
FSD4694,FSD4694A,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,60,73.06389,31.414611
FSD4694,FSD4694B,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,170,73.06389,31.414611
FSD4694,FSD4694C,Phase-3,2G + 3G,On Air,On-air,P3_CL_19_Gulfishan Colony,ericsson,300,73.06389,31.414611
MUL0182,MUL0182A,Phase-3,2G + 3G,On Air,On-air,P3_CL_2_Multan Contonment,ericsson,60,71.39146,30.1915
MUL0182,MUL0182B,Phase-3,2G + 3G,On Air,On-air,P3_CL_2_Multan Contonment,ericsson,220,71.39146,30.1915
MUL0182,MUL0182C,Phase-3,2G + 3G,On Air,On-air,P3_CL_2_Multan Contonment,ericsson,320,71.39146,30.1915
MUL3672,MUL3672A,Phase-3,2G + 3G,On Air,On-air,P3_CL_2_Multan Contonment,ericsson,60,71.3997,30.1914
MUL3672,MUL3672B,Phase-3,2G + 3G,On Air,On-air,P3_CL_2_Multan Contonment,ericsson,175,71.3997,30.1914
MUL3672,MUL3672C,Phase-3,2G + 3G,On Air,On-air,P3_CL_2_Multan Contonment,ericsson,300,71.3997,30.1914
